21630;Yayasan Pemberdayaan Konsumen Kesehatan Indonesia (YPKKI);Jl. Jendral Gatot Subroto Kav.94 Jakarta Selatan;02179194802;0217981409
21631;Panitia Daerah Pelaksana Publikasi;Jl. Matraman No. 15 A Jakarta ;021 32555399;8583834
21632;PT. MEGA PRATAMA MEDICALINDO;JALAN RAYA PLUIT RAYA NO. 133;0;0
21633;Rumah Sakit Pusat Pertamina (RSPP);Jl. Kyi Maja No. 43 Kebayoran Baru;021 7200290;021 7203540
21634;PT. BANK RAKYAT INDONESIA (PERSERO) Tbk;JAKARTA;0;0
21635;Yayasan Pondok Pesantren Darul Muchsienien;Jatinegara;0;0
21636;Fahrenheit Medical / PT.. dian Langgeng Pratama;Jakarta;0;0
21637;UNIVERSITAS ESA UNGGUL;-;0;0
21638;GIC Indonesia;0;021 7975107;0
21639;Agung Teknik Mandiri;Komp. Papan Mas Blok F&/35;08888486973;0
21640;Tigaraksa Satria, Tbk. PT;Graha Sucopindo lt 14, jl Raya Pasar Minggu Kav 34;6221 79180888;79180226
21641;PT. Bank Muamalat Indonesia Tbk;Jakarta;0;0
21642;Sekretariat Kota Administrasi;Jl. Tannah Abang I No. 1 Jakarta Pusat;3440610;3502575
21643;Pimpinan Cabang Muhammadiyah Bekasi Utara;Masjid Al-Manar, Jl Taman Wisma Asri Raya, Bekasi;085695185056;0
21644;KOPERASI SINERGI SURYA MEDICA MPKU PP.MUHAMMADIYAH;JAKARTA;0;0
21645;Deljao Indonesia;Jl Jend. Sudirman Kav 61-62 Senayan, Jakarta Selatan;info E-Mail : info@deliao.com;0
21646;Lawu Information Tecnology, PT;Jl. Pemuda No. 57 RT.004/14 Kranji Bekasi Barat;0811995908/8;0
21647;Arkaba  (Arisan Katong Bakudapa);Jl. Kenanga II No. 2 Sunter II Tanjung Priok Jakarta Utara;021 4302474;021 4370922
21648;Panitia Renovasi Mushola Daarul Abror Buaran ;Bekasi;0;0
21649;Himpunan Psikologi Indonesia;Jl. Kebayoran Baru No. 85 B, Kebayoran lama, Velbak, Jakarta;0;021 72801625
21650;Double Dipps;Business Park Kebun Jeruk Blok F1No. 6 Jl Merayu Ilir Jakart Barat;021 300 67822/23;021 58908241
21651;APDW;0;+62213157712;0
21652;Ikatan Widyaiswara Kesehatan;0;0;0
21653;Pimpinan cabang Aisyiyah Menteng Jakarta Pusat;Jl. Kali pasir eretan RT.010/08 no. 45 Jakarta Pusat;3147280;0
21654;PKMK FK UGM;0;0;0
21655;PT. B. Braun Medical Indonesia;0;021 52907177;0
21656;Persatuan Atletik Seluruh Indonesia  (PASI);Jl Asia Afrika 16-19 Jakarta;021 5731440;021 5737519
21657;Indocyber Global Teknologi, PT;Sampurna Strategic Square, Jln Jendral Sudirman Kav 45-46 Karet Semanggi, Jakarta;0;0
21658;PT. PEGADAIAN (Persero) ;Jl. Kramat Raya 162 Jakarta Pusat;+62213155550;62213914221
21659;Tapak Suci Putera Muhammadiyah Jawa Barat;Jl. Sancang No. 6  Bandung;0;022 7301329
21660;Bina Antarbudaya;Jl. Limau No. 22 Kebayoran Baru Jakarta;082112659290;0
21661;Mitra Bersama;Jl. Danau Sunter Selatan Blok 0-4/35 Jakut;62-21 70802769;0
21662;Ikatan Teknisi Transfusi Darah Indonesia;Jl Joe No. 7 Lenteng Agung Jakarta Selatan;021 78847288;0217847286
21663;Star Prima;e-mail;arssi.pusat@gmail.com.;021 256 953 34
21664;Intipesan;infoseminar@intipesan.co.id;0;021 78838781
21665;PT. Mitra Prima Kesrindo;Jl. Gading Batavia Blok LC 11/8, Kelapa Gading Barat Jakarta Utara 14241;021 4585 3463;0231 45842781
21666;Indonesian Orthopaedic Musculoskeletal physical Therapist (IOMPT);0;0;0
21667;Ikatan Tunanetra Muslim Indonesia (ITMI);Jl. Bekasi Timur Gg. I No. 16 RT. 16 RT. 003 Rawa Bunga jatinegara;0;0
21668;PT. Asuransi Takaful Umum;Jl Mampang Prapatan Raya No. 100 Jakarta;6221 7992345;6221 7901944
21669;Pimpinan Daerah IPM Jakarta Utara;0;0;0
21670;Kamar Dagang dan Industri Indonesia;Menara Kadin Indonesia lt 29 Jl. Rasuna Said X-5 kav. 2-3 Jakarta;6221 5274484;6221 5274331
21671;Ikatan Ibu-ibu Rumah Sakit Islam Jakarta ;0;0;0
21672;Paguyuban Wong Thorjo;Jl. pulo Sirih Barat Raya FE 536, Perumahan Taman Galaxy, Bekasi Selatan;021 82432397;021 88364785
21673;PT. Buana Citra Abadi;Jl. Daan Mogot km 1 no. 45 Jakarta Barat;021 5666233;021056941604
21674;PT. Jaring Lintas Medika (JLM);Menara Rajawali lt 7-1 Jln dr. Ide Anak Agung lot 5.1, Kawasan Mega Kuningan Jakarta;6221 56950755;56950735
21675;Pimpinan Daerah IPM Jakarta Barat;0;0;0
21676;PT. Cardig Logistics Indonesia;Jln Raya Halim Perdanakusuma Jakarta;6221 80877676;622180877766
21677;PT. Visi Sejahtera Medika;Jl Raya Jatiasih No. 7 Swatentra kav. 1-2 jatiasih Bekasi;0;+622182414775
21678;PT. Media Cahaya Abadi;Jl Cemped No. 1 Bantarjati Bogor;0;0251 8312964
21679;REPUBLIKA;Jl. Warung Buncit Raya No. 37 Jakarta;+6221 7803747;+62217800649
21680;CV. Talenta Indonesia Mandiri;Jetis Asri A1, Jl Jetisharjo, Cokrodiningraton, Yogjakarta;081328728182;0274521708
21681;PT. Amsecon Berlian Sejatera;Jl. Radin Inten No. 80A Duren Sawit Jakarta Timur;021 8628038;021 86604482
21682;SATRIA;Komp. Polri Pondok Karya Blok H No. 36 Pela Mampang-Jaksel;71791560;0
21683;PT. Wahana Mediatama;Menara Sudirman 19 floor, suite 19D, jl jend Sudirman, kav 60 Jakarta;+62 0215226828;0
21684;MAXIMA;0;0;0
21685;PT. Garuda Indonesia (Persero);Jl. Angkasa Kav. b 15 No.1 Kemayoran Jakarta Pusat;62121 4241000;6221 4240837
21686;KHOIRU UMMAH;Jl. Pemancar RRI No. 41 Kec Sukmajaya - Depok ;021 7709993;021 7709993
21687;Tim Penyelamat dan Pengawas Regulasi Kosmetika Obat Kesehatan Indonesia;Jl Tanggul Kalimalang Ruko Bougenville Bekasi;021 86903452;0
21688;Fak. Agama Islam Universitas Muhammaduyah Jakarta;0;0;0
21689;RSUD Haji Makasar;Jl. Dg Ngeppe No. 14 Makasar;0411 855934;0411 855894
21690;PT. Indonesia Comnets Plus;Jl Jend. Gatot Subroto No. 42 Jakarta Selatan;021 525 3019;021 525 3659
21691;Lembaga Studi Hukum;Jl. H Nawi Raya Kebayoran Baru Jakarta Selatan;021 28718500;021 7228378
21692;PT. Farida Pangan Nusantara;Jl. Cempaka Putih Tengah IVC No.10 Jakarta Pusat;6221 4212885;sama
21693;STMIK Nusa Mandiri;Jl. Kramat Raya No.25 Jakarta Pusat;31908575;31908565
21694;SMK BPS&K.II Jakarta;Jl Bina Karya No.2 Komplek Bina Marga 1 - Pondok Kopi Jakarta Timur;021 8648269,  86901790;021 8650482
21695;RS. Penyakit Infeksi Prof. dr. Sulianti Saroso;Jl. Sunter Permai Raya Jakarta Utara;021 6506559;021 6401411
21696;Ikatan Okupasi Terapis Indonesia (IOTI);Jl. Pasteur No. 38 Bandung;022 2034953;022 4235117
21697;Muhammadiyah Boarding School - MBS Kampung Sawah - Kota Bekasi;Jl Angsana A No. 118, kampung Sawah Jatimurni Kota Besaki;0218468153;0
21698;PT. Soho Global Health;Mayapada 2 Building 11 floor Jl. Jend. Sudirman Kav 27 Jakarta;6221 29858888;6221 29858800
21699;PT. Primaco Unitama;Rukan Graha Cempaka Mas Blok B 17, Jl Letjen Suprapto No.1 Jakarta Pusat;6221 4217675;6221 4217677
21700;RS. Ibnu Sina;0;0;0
21701;PT. Vitabiotics Utama Indonesia;Jl. Pemuda No. 44  Jakarta Timur;6221 4700765;6221 4713688
21702;PT. Prima Solusi;Komp. Ruko Mutiara Taman Palem, Blok A 19 No. 2-2 Jl Kamal Raya Outer Ring Roas Cengkareng;6221 543535 22;6221 54353610
21703;Pimpinan Cabang IMM Jakarta Timur;Jl. Tanah Merdeka Kp Rambutan Ps Rebo Jakarta Timur;0218400341;0
21704;PT. Mitralab Buana;Jl. Agung Raya II No. 14 Lenteng Agung Jakarta Selatan;021 78881252;021 78892184
21705;Pimpinan Ranting Muhammadiyah Pejaten Timur - Pasar Minggu;Jl. Kemuning Dalam I No.15 Jakarta 12510;085716379562;085716379562
21706;Pimpinan Ranting Ikatan Pelajar Muhammadiyah;Jl. Garuda No. 33 lt 1 Kemayoran Jakarta;085774597059;0
21707;Pimpinan Ranting Muhammadiyah Pondok Cabe Ilir;Jl. Talas V Gg Kecapi Kel. Pondok Cabe Ilir Kec. Pamulang Tangerang;08567006307;0
21708;PT. Inovasi Medika Kreasi;Jl. Proklamasi No. 82, Menteng, Jakarta Pusat;0;0
21709;CV. Trimitra Abadi Lestari;0;0;0
21710;Moch. Fatchur Rohim Amd, OT;Perum Bukit Golf Cluster Lavender Blok GG 03F no. 6 RT 01/RW.25 Kel. Bojong Nangka _Bogor;0;0
21711;Panitia Kepedulian Sosial Yayasan Persaudaraan Bersama;Banten;0;0
21712;TASK FORCE;Asri Medical Center Jl. HOS Cokroaminoto 17 Yogjakarta;0274 618400;0274 518055
21713;PT. Frost & Sullivan Indonesia;Jl Jendral Sudirman No. 9 Jakarta;087788551781;021 5713246
21714;PT. Sinar Jaya Langgeng Utama;Jl Dipanegoro No. 70 Tambun - Bekasi;021 8804666;021 8818649
21715;PT. Expres Transindo Utama;Jl. Sukarjo Wiropranoto No. 11 Maphar, Taman Sari Jakarta;021 26507000;021 26507001
21716;PT. JLT Gesa Medium;Jakarta;0;0
21717;Yayasan Tajug Pasujudan;jakarta;0;0
21718;GARDA INDONESIA;Jl. Letjen Soepono No. 34, 25th floor, Gapura Prima Tower Jakarta Selatan;6221 25675736;6221 25675737
21719;PT. Aneka Medika Indonesia;Jl. Karang Tengah Bona Indah Bisnis Center 8P Lebak Bulus Jakarta Selatan;+622129203547;+622129237065
21720;PT. Yosa Energi Sejati;0;0;0
21721;Asri Jaya Mandiri;Jl. Kemanggisan Pulo I No. C Jakarta Barat;+6221 53654070;+6221 53652868
21722;Universitas Jendral Soedirman;Jl. dr. Soeparno 63 Grendeng Purwokerto;0281 638794;0281 631700
21723;PKU Muhammadiyah Yogjakarta;Jl. KHA. Dahlan 20 Yogjakarta;0;0
21724;KEMENTERIAN KESEHATAN POLITEKNIK KESEHATAN BANDUNG - JURUSAN GIZI;BANDUNG;0;0
21725;RS. MH Thamrin;Jl. Salemba Tengah No. 24-28 Jakarta;3904422;3926931
21726;PT. Mega Pratama Medicalindo;Jl. Pluit Raya N.133BlokA-3 Jakarta;+6221 66674855;+622166674877
21727;Yayasan Putri Indonesia  (YAPIT);Jln Bangka Raya No. 80 Pelamampang;012 7193271;0
21728;PT. Asuransi Jiwa Sequis Life;Ged. Sequis Center Lt.2 Jl Jendral Sudirman No. 71 Jakarta;0812 97375859;62-21 51213579
21729;SMA Labschool Jakarta;Jl. Pemud KOmplek UNJ, Rawamangun Jakarta Timur;+622147860038;+6221 4897283
21730;Universitas Islam Negeri Al Auiddin;Jl. Pemud KOmplek UNJ, Rawamangun Jakarta Timur;+622147860038;+6221 4897283
21731;SMAN 104 Jakarta;Jl. H. Taiman Barat Kel. Gedong Pasar Rebo Jakarta Timur;8408247;8408247
21732;Dirjen Energi Baru, Terbarukan dan Konservasi Energi;Jl. Pegangsaan Timur No. 1A Jakarta;021 3983007;021 31901087
21733;FKK UMJ - Fak. Ilmu Keperawatan;0;0;0
21734;Panitia Workshop Nasional ;Yogya;0;0
21735;PT. Mia Langgeng Makmur;Jl. Radin Intan II no 11 Duren Sawit Jakarta Timur;021 70852158;0
21736;PAPABUNZ;0;0;0
21737;PT. Menara Medika Pratama;Jl. Mampang Prapatan Raya No. 56 A Mampang Prapatan Jakarta;+6221 7988111;+6221 7986111
21738;SMK Negeri 21 Jakarta;Kemayoran Gempol - Jakarta Pusat;0;021 4247475
21739;PT. Mitra Kersa Artha;Jl.  Benhil Raya No. 12C, Jakarta;02157940121;0
21740;PUK Farmasi dan Kesehatan Reformasi RSIJ CP;0;0;0
21741;SUPEROTI;Jl. Karang Anyar No. 27 Pasar Baru Jakarta;021 6263636;021 6245753
21742;Cerdas  Training Center Jakarta;Jl. Raya Kodau No 90, 003/01, Jati Mekar, Jati Asih Kota Bekasi;021 8480052;021 84901154
21743;Pekan Ilmiah Tahunan (PITA) Ladokgi 2014;Dep. Klinik Ladokgi TNI AL RE Martadinata, Jl Farmasi N0. 1 Jakarta;021 5733026;021 5732701
21744;UNICEF;0;0;0
21745;HR EXPO  2014;0;0;0
21746;Kemenkes RI Direktorat Jenderal Bina Upaya Kesehatan Balai Besar Laboratorium Kesehatan Jakarta;Percetakan Negara;0;0
21747;PT. Andhira Marsa;Jl. Kayu Putih Tengah I Blok A No. 4 Pulo Gadung Jakarta;0;0
21748;Taloid  KAUMAN;Jl. Menteng Raya No. 62 Jakarta Pusat, Jln. Dahkota V Kompleks Angkasa Pura Blok Q 26 RT 14/06 JK;0;021 65850464
21749;Yaslis Institute & MNZ & Cynergy Care;0;081310620616;0
21750;Sekolah Tinggi Agama Islam PTDII Jakarta;Jl. Tawes No. 21-22 tg Priok Jakarta utara;0;021 4357052
21751;KUBUS Production;Jl. Raya Kecapi Komp. Patria Jaya B4 No. 47 Pondok Melati Bekasi;081310845144;kubusproduction@yahoo.com
21752;PT. KMPlus Optima Internasional;http://www.kmplus.co.id;021 29360893;087777082381
21753;Blue Bird Group;Jl. Mampang Prapatan Raya No. 60 Jakarta Selatan;021 7989000;021 7989103
21754;Poltekes Tanjungkarang;Jln Soekarno Hatta No. 01 Bandar Lampung;0;0721 8011691
21755;Majelsi Pelayanan Sosial PC Muhammadiyah Rawa Mangun Pulogadung;Jl Persahabatan Raya No 1 Cipinang;0;021 4712566
21756;PT. Unilever Indonesia, Tbk;0;0;0
21757;PT. Sunmotor Jakarta;Jl. Letjen Suprapto Jakarta Pusat;021 4218220;021 4213223
21758;Stikes Hang Tuah Pekanbaru;Jl Mustofa SAri No.5 Tangkerang Selatan;0761 33815;0761 863646
21759;PT. Global Dispo Medika;Jl. Penjernihan I No. 3 Jakarta 10210;6221 5722593;6221 57974359
2176;PT. EPSINDO JAYA PRATAMA;Jl. Arteri Kelapa Gading Ruko Gading Residence Blok E 1 No.5 Jakarta Utara;021-22457277;021-22457712
21760;Pimpinan Cabang Muhammadiyah Palmerah Jakarta Barat;Komplek Sandang Palmerah Jl. U No. 38 A;5494061;0
21761;PT. Hearing Vision;Plaza Sunter Terrace Blok C 23 Jl. Danau Sunter Utara Kav 60 Jakarta;+6221 65309150;+6221 65305671
21762;Rumah Sakit Royal Progress;Jl. Danau Sunter, sunter Paradise I Jakarta 14350;+6221 6400261;+6221 6400778
21763;RS. Islam Samarinda;Jl. Gurami No. 18 Samarinda 75115;0541 741510, 7778615;0541 731856
21764;Lembaga Amil Zakat - PT CMNP;Jl. Yos Sudarso Kav. 28 Sunter, Jakarta;021 65306930;021 65306931
21765;Program Studi DIII Keperawatan  FIK FKK UMJ;Jakarta;0;0
21766;Gerakan Kepanduan Hizbul Wathan Kwartir Daerah Jakarta Timur;Jl. Kayumanis Barat No. 22 Matraman - Jakarta Timur;021 98130627;021 85913702
21767;IMM Cabang Ciputat;Jl Limun No. 55 Pisangan Ciputat Tangerang Banten;085945253217;0
21768;PT. Net Mediatama Indonesia;Gedung The Eatst lt.28 & 27 Jl. Dr. Ide Anak Agung Gede Agung Kav. E.3.2 No. 1 Jakarta Selatan;085624109302;0
21769;Majelis Pendidikan Dasar & Menengan PP. Muhammadiyah;-;0;0
21770;Pengurus Pusat Ikatan Persaudaraan  Haji Indonesia;Jl dr Abdurahman Saleh Nomor 18 Senen Jakarta;021 3456875;3456875
21771;RUMAH SAKIT BERSALIN MUHAMMADIYAH CIREBON;-;0;0
21772;JAWA POST;-;0;0
21773;PH.Demi Istri Production;Jakarta ;0;0
21774;Ikatan Elektromedis Indonesia DPD Provinsi DKI Jakarta;Jl. Hang Jebat III Blok F3 Kebayoran Baru Jakarta Selatan;021 7243687;021 7261723
21775;Komunitas Kesehatan Indonesia (Koseindo);RS M Ridwan Meuraksa, jl Kramat Raya 174 Jakarta;021 3150535;021 88358164
21776;Universitas Bakrie;Gelanggang Mahasiswa Soemantri Brodjonegoro, Suite GF-22. Jl. HR Rasuna Said Kav. C.22 Kuningan Jakarta Selatan;5261448;5263191
21777;KEMENTERIAN TENAGA KERJA & TRANSMIGRASI RI;JAKARTA;--;0
21778;PANITIA HUT SATPAM KE XXXIV;JAKARTA;--;0
21779;PANITIA HUT SATPAM DKI JAKARTA PUSAT;JAKARTA;0;0
21780;PT. Medisoft International;Jl. Wijaya Ruko Duta Indah Square 3 Blok G8 Jakarta Utara;021 66677408;0
21781;PT. Sinar Griya Utama;Jl. Bulevard Hijau Blok C5 no. 5 Harapan Indah, Medan Satria;021 88877843;021 88387032
21782;PT. RADIKA FILMS;JAKARTA;0;0
21783;PT. RADIKAL FILMS;JAKARTA;0;0
21784;SMK Dharma Asih;Jl. Ir. Soekarno Desa KIjang Jaya Kec Tanjung Hilir - Riau;0;0
21785;Rumah Sakit TK II Moh. Ridwan Meuraksa;Jl. Kramat Raya 174, Jakarta Pusat;021 3150535;021 88358164
21786;ILUNI  FKUI;Jl. Salamber Raya 4,  Jakarta Pusat;+6221 390 6411;+6221 390 6411
21787;PT. Newstar Jaya Perkasa;Jl. Raya Peta Selatan, Komplek Ruko Megah Kalideres Blok A No. 49-51 jakarta barat;021 29405371;021 29405370
21788;PT. TELKOMSEL;JAKARTA;0;0
21789;A M B U;Komplek Duta Merlin Blok A No. 35 Jln. Gajah mada 3-5 Jakarta;+6221 6344689;+6221 6386154
21790;Asosiasi Perusahaan Jasa Pemeriksaan & Pelayanan K3;Gd. Parahita Diagnostik Center Jl. Warung Buncit Raya 150, Jakarta Selatan;021 7949624;021 7992719
21791;Dapur Mommy;Jl. Pulomas Barat I No. 41 Jakarta Timur;021 4895537;0
21792;PT. Asuransi Jiwa Recapital;Recapital Building 7th floor, Jl Adityawarman No. 55 Jakarta;021 725 6272;021 725 3858
21793;Pusat Penerangan Lingkungan Hidup Daerah - DKI;Jl Raya Kalibata 26 Cililitan kecil Jakarta;021 80898781;021 80898781
21794;PT. Karftig Advertising;Jl. balikpapan 20A, Jakarta Pusat;+622163853388;+6221 63852299
21795;Pemerintah Kabupaten Kepulauan Anambas;Jl. Takari No email : dinkes_kka@yahoo.co.id;0;0
21796;Aliansi Tim JKN Layanan RS BPJS RS Islam Jakarta;0;0;0
21797;Akademi Farmasi Hang Tuah;Jakarta;0;0
21798;Muhammad Iman;jakarta;0;0
21799;SMK Binakarya Mandiri 2;Jl. Pengasinan Tengah Raya No. 99 Rawalumbu, Kota Bekasi;021  8227543;021 8207792
21800;PT. Imar Infos Sarana;Jl Kendal No.3 Menteng;6221 31901940;6221 3160226
21801;SATU  ABAD;kAV dIKBUD nO. 15 pONDOK jAYA pONDOK aREN, tANGERANG sELATAN;021 73881574;0818148294
21802;ISS Parking Management, PT;Jl Jendral Soedirman Blok I no 3 Bintaro Jaya;0;0
21803;PT. Pointera Aktuarial Strategis;Grand Wijaya Center Blok C-1 Jl. Darmawangsa III Keb. Baru Jakarta;021 72799737;021 7210684
21804;Klub Stroke RS. Islam Jakarta;Jl. Cempaka Putih Tengah I/1 Jakarta 10510;4244208;4206681
21805;Platinum Healthcare;One Pacific Place, SCBD, 11th floor Jakarta 12190 Republik of Indonesia;-6221 29635600;+6281284150644
21806;RSU Muhammadiyah Metro;rsumm@gmail.com;0;0
21807;PT. Philips Indonesia Commercial (PT PIC);Philips Building, Jl. Buncit Raya Kav. 99-100, Jakarta 12510, Indonesia;+62 21 29651333;+62 21 7947515
21808;PT. Galenium Pharmasia Laboratories;Jl. Adiyawarman No. 67 Kebayoran baru Jakarta Selatan - Jakarta;081280022179;0
21809;Himpunan Perawat Critical Care Indonesia (HIPERCCI);Jl. Kalibata Raya No. 25-30;hiperccipusat@yahoo.com;021 80879517
21810;PT. MAL;Jl. Pasir Putih No. 3A-B, Siak Hulu, Kampar Riau;0761-71363/71965;0
21811;Koperasi Karyawan BSM;Jl. Keboon Sirih No. 83 Jakarta 10340;021 2300509 ext 3111;021 3101331
21812;RSU Titian Bunda;Jl. Ir. H. Juanda No. 123, Cikampek Jawa Barat;0264 8385999;0264 8388936
21813;Pimpinan Cabang Muhammadiyah Tarumajaya - Kabupaten Bekasi;Villa Mutiara Gading F8/21, Setia Asih Kab Bekasi;0;0
21814;Delta Mega Family;Perkantoran Rusun Boeing 3C No. 120 - 103, Jl. Benyamin Suaeb Jakarta Pusat;021 40970407;0
21815;DNA HAUZ;Jl. dr Saharjo No. 90B, Jakarta Selatan;021 8309763;0218297682
21816;Dinas Kebersihan - Bekasi;Jl. Lapangan Bekasi Tengah No.2 - Bekasi;021 8808401;021 88347837
21817;Hermina Hospital Group;Jln Raya Jatinegara Barat No. 126 Jakarta Timur;021 8572525;021 8560601
21818;YPI Pondok Pesantren Darul Jalal;Kp. Pasir Eurih Desa Muaradua Kec. Cikulur Kab. Lebak, Rangkas Bitung Banten;085210655998;0
21819;PT. Prodia Diagnostik Line;Kawasan Industri Jababeka III Technopark blok C2 unit D-F cikarang;+6221 8984 2722;0
21820;Kelompok Home Study Fisioterapi;Jl. Cempedak No. 92A RT.007/RW.09 Srenseng Sawah Jagakarsa Jakarta Selatan;08111706007;0
21821;PT. Petan Daya Medica;Jl. Letjen S Parman kav. 28 Jakarta 11470;021 29339259;021 29339258
21822;Anapana PTE. LTD;420 North Brige Road, #05-03 North Briged Center, Singapore 188727;0;0
21823;PT. Mega MARADA;Graha Mas Pemuda Blok AC 19, Jl. Pemuda Pulo Gadung Jakarta Timur;021 47885262, 082124533677;0
21824;ICCC (Indonesia Cancer Care Community);zGedung Ziebart lt 2 Jl. Letjend Suprapto Kav 5 Cempaka Putih;021 4214758;021 4241607
21825;PT. Marada Pharma Medica;Jl. Pemuda Komplek Ruko Graha Mas Pemuda, Blok Ac lt 1 Jakarta Timur;021 47882575;021 47882575
21826;PT. Intitreatment Perkasa;Jl. Angkasa No. 20 I - J P>O Box 2186, Jakarta 10610;021 4208710-19;021 4207818
21827;Pengurus Pusat Asosiasi Rumah Sakit Daerah Seluruh Indonesia;The Royal Palace, Blok B No. 31 Jl. Prof Soeporno Jakarta Selatan;021 8309111;021 8314428
21828;PT. Daikin Airconditioning Indonesia ;Jl. Jend. Sudirman Kav. 3-4 Jakarta Pusat;+62-21 5724377;+62 215724366
21829;PT. Utama Sarana Medika;Jl Tebet Barat Raya No. 3 Jakarta;6221 837802047;62218303836
21830;JUSTUS- LIEBIG - UNIVERSITAT;JERMAN;0;0
21831;Majalah Al Manar;Jl. KH Ahmad Dahlan no. 43 Yogjakarta 55122;0274 376955;0274 411306
21832;Masjid "Birrul Walidain";Ponpres Dararul Ulum Jl. Sirkaya Majenang;0280 621421;0
21833;Alexander Weenas & Parthers;The House Of Glow, Pesona Georgia Blok TA 4 No. 30 Kota Wisata, Cibubur, bogor 16968;6221 29628181;6221 84939709
21834;PT. Global Medik Persada;Ruko Grand Aries Niaga Blok G1 No. 1N Meruya Jakarta Barat;+6221 29319449;+6221 29319448
21835;Pimpinan Cabang Aisyiyah Sukmajaya;0;0;0
21836;Komite Pengembangan dan Pelatihan Perawat Indonesia (KP31);email;0;0
21837;Tabloid Wanita Indonesia ... RS. PHC Surabaya;Jl. Raya Pondok Gede No. 96 Jakarta 13810;0218414312;0218414314
21838;RS. Ibu dan Anak Hermina;Jl. Raya Jatinegara Barat No. 126;8191223;8190111
21839;BPH Universitas Muhammadiyah Makasar;Jl Sultan Alauddin No. 259 Makasar 90221;0411 866972;0411 865588
21840;RS. PHC Surabaya;Jl. prapatan Kurung Selatan No. 1 Tanjung Perak Surabaya;031 3294801-3;031 3294804
21841;PT. Bangun Selaras Bersama;Jl.  Al Husna No. 34, Jati Kramat, Jati Asih, Cikunir Bekasi;021 84900205;0
21842;PT. Pioneerindo Gourmet International Tbk;Jl. CFC Center Jl Palmerah Utara No. 100 Jakarta Barat;+62 21 536668999;+62 21 53662012
21843;Pimpinan Pusat Dewan Masjid Indonesia;Jl Surabaya No. 1 Menteng Jakarta Pusat;021 46419209;0
21844;Ikatan Ahli Kesehatan masyarakat Indonesia;Jl. Peganggsaan Timur 16 Jakarta Pusat;021 91601042;021 3153550
21845;PT. Emmedia Medika;Kawasan Niaga Graha Pinus Blok A No. 6 Jl Alternatif Sentul Bogor;021 37868899;0
21846;Pimpinan Daerah Muhammadiyah Kabupaten Bekasi;Jl. Sultan Hasanudin Tambun Selatan - Bekasi;0;021 88331912
21847;Grand Vision;Eighty Eight Kasablanka Ofice Tower lt 26 unit E Jl Kasablanka Kav 88 Jakarta Selatan;08118180000;0
21848;Fakultas Ilmu Kesehatan Universitas Muhammadiyah Gorontalo;Jl. Prof dr. Mansoer Pateda, Pentadio Timur;0;0435 881135735/36
21849;Rs. Sakit Bersalin Siti Khadijah;Jl. Pettana Rajeng No. 5 - Pare Pare;0421 21313;0
21850;PT. NTT Data Indonesia;Wisma 46-Kota BNI lt 4 Jl. Jend Sudirman Kav. 1 jakarta Pusat;+62215746060;+62215742156
21851;Akademi Terapi Wicara Yayasan Bina Wicara;Jl. Krama VII/27 Jakarta Pusat;021 3140636;0
21852;PT. Husada Cakra Fajar Mulia;Jl. Danau Toba No. 104 Jakarta Pusat;021 5701505;021 5738105
21853;PT. Avrist Assurance;Gedung Panin Senayan lt 7 Jl. Jend Sudirman kav 1 Jakarta;+6221 5789818;0
21854;RS. PELNI;Jl. Aipda K.S Tubun No. 92-94 Jakarta Barat 11410;021 5484809;021 5483145
21855;IRD (Interactive Research & Development);PO Box 122204 Saif Zone Sharjah, U.A.E;+971508482917;0
21856;Klub Gowes Komunitas Kesehatan Indonesia (Koseindo);RS Moh Ridwan Meuraksa, Jl kramat Raya 174, Jakarta;021 3150535/131;021 88358164
21857;PRASETIYA MULYA Business Scool;Jl RA Kartini (TB Simatupang) Cilandak Barat Jakarta;+62-21 7500463;+6221 750 0460
21858;Pengajian Humairo Mujahidda;Jl. bumi Bumiputera No 15 Rawamangun Jakarta Pusat;08158086545;0
21859;RSU Bhakti Yudha;Jl. Raya Sawangan No. 2A Depok;021 7520082;021 7775862
21860;PT. ZAPRIHOS;Komp wisma mitra Sunter Blok C2 11 th floor room 11-02 Jl. Yos Sudarso Kav.89 Jakarta Utara;081295180881 Pulung;Heri 087881016938
21861;PT. Bold Technologies Leading Indonesia ;Rukan Permata Senayan E/& Patal Senayan Jakarta Selatan 12210;+62 2157940873;+6221 57948791
21862;PT. Lazer Emas Daya;Kobexindo Tower lt 2 Jl Pasir Putih Raya blok E-5-D Ancol, Pademangan Jakarta Utara;+62 216456747;+62216457762
21863;PT. Doxa Manggalya Utama;Jl. RS Fatmawati No. 14-15 Cilandak Barat Jakarta Selatan;021 75902115;021 75901320
21864;Zenith Healthcare (PT. Dunia Nutrisi Retailindo);Jl. Raya Panjang Komplek Green Garden Blok A-8 No.1 Jakarta Barat;021 58354672;021 58354673
21865;PT. Anugrah Alia Mandiri;Jl. Galur Sari Raya IX No. 2 utan Kayu Selatan Jakarta Timur;021 8520432;021 8575261
21867;Yayasan Al-Mukhlishun;Griya Depok Asri Blok E1/44 - Depok;7718771;0
21868;Pt. Kubus Pendingin Indonesia;Jl RE Martadinata B Blok C no 8-9 Jakarta Utara;021 6902219;+6281212146981
21869;Yayasan  Stroke Indonesia;Jl. Kyai maja no. 43 Jakarta Selatan;0217219376;021 7261126
